name
Cottonwood
Falkville
Hackleburg
Clio
West Blocton
Deatsville
Bon Secour
Tidmore Bend
Locust Fork
Axis
Chatom
Ohatchee
New Market
Frisco City
Steele
Fort Deposit
Berry
Fyffe
Bear Creek
Phil Campbell
Double Springs
Egypt
Town Creek
Leesburg
Eclectic
Hollywood
Cherokee
Littleville
Sterrett
Powell
Millport
Leroy
Dunnavant
Coker
Killen
Vandiver
Parrish
Camp Hill
Carrollton
Grant
Altoona
Geraldine
Ivalee
Shelby
Autaugaville
Brilliant
Brantleyville
White Plains
Mignon
Minor
Skyline
Magnolia Springs
Snead
Gallant
New Union
Jacksons' Gap
Mosses
Holly Pond
Pine Hill
Gurley
Mulga
Notasulga
Hollins
Perdido
Wedowee
Douglas
Somerville
Susan Moore
New Site
Brantley
Leighton
South Vinemont
Columbia
Ariton
Section
Hobson City
Edgewater
Hayneville
Woodville
Oakman
Ider
White Hall
Wadley
St. Florian
Lexington
Addison
Walnut Grove
Maplesville
Pisgah
Our Town
Hollis Crossroads
Wilton
Perdido Beach
Bristow Cove
Joppa
Allgood
Lynn
Pinckard
Dodge City
Stockton
Baileyton
North Courtland
Reece City
West Point
Trafford
Calvert
Excel
Babbie
Hurtsboro
Clayhatchee
Courtland
Forkland
McDonald Chapel
Pickensville
Sand Rock
Belle Fontaine
Grimes
Kinston
Valley Head
River Falls
Elkmont
Avon
Oak Grove
Castleberry
Hillsboro
Newville
Lockhart
Garden City
Eva
Hammondville
Rock Mills
Millry
Franklin
Red Level
McKenzie
Nances Creek
Lisman
Glen Allen
Bellamy
Fairview
Midway
Louisville
Berlin
St. Stephens
Rutledge
Rockford
Hytop
West Jefferson
Hackneyville
Kennedy
Hissop
Silas
Highland Lake
Pleasant Groves
Sipsey
Twin
Ranburne
Vinegar Bend
Shorter
Thomaston
Mentone
Maytown
Mount Olive
Vina
Malcolm
Arley
Napier Field
Nectar
Gordon
Rosa
Akron
Uriah
Dozier
Epes
Coffeeville
Dutton
Ray
Weogufka
Carolina
Colony
Madrid
Pine Ridge
Vredenburgh
Shiloh
Hodges
Delta
Whatley
Fruithurst
Reeltown
Cuba
Boligee
County Line
Waldo
Beatrice
Boykin
Anderson
Gordonville
Langston
Heath
Gulfcrest
East Point
Goshen
Sanford
Morrison Crossroads
Bakerhill
Ren
Sweet Water
Fulton
Horn Hill
Fredonia
Cullomburg
Chunchula
Detroit
Gantt
Coffee Springs
McIntosh
Daviston
Kansas
Paint Rock
Black
